vetor pesos sinapticos original:
0.052176,
0.052176,
0.052175,
0.052175,
0.052173,
0.052173,
0.052172,
0.052172,
0.052170,
0.052170,
0.052169,
0.052169,
0.052167,
0.052167,
0.052165,
0.052165,
0.052164,
0.052164,
0.052162,
0.052162,
0.052161,
0.052161,
0.052159,
0.052159,
0.052158,
0.052158,
0.052156,
0.052156,
0.052155,
0.052155,
0.052153,
0.052153,
0.052152,
0.052152,
0.052150,
0.052150,
0.052149,
0.052149,
0.052147,
0.052147,
0.052146,
0.052146,
0.052144,
0.052144,
0.052143,
0.052143,
0.052141,
0.052141,
0.052140,
0.052140,
0.052138,
0.052138,
0.052137,
0.052137,
0.052135,
0.052135,
0.052133,
0.052133,
0.052132,
0.052132,
0.052130,
0.052130,
0.052129,
0.052129,
0.052127,
0.052127,
0.052126,
0.052126,
0.052124,
0.052124,
0.052123,
0.052123,
0.052121,
0.052121,
0.052120,
0.052120,
0.052118,
0.052118,
0.052117,
0.052117,
0.052115,
0.052115,
0.052114,
0.052114,
0.052112,
0.052112,
0.052111,
0.052111,
0.052109,
0.052109,
0.052108,
0.052108,
0.052106,
0.052106,
0.052105,
0.052105,
0.052103,
0.052103,
0.052102,
0.052102,
0.052100,
0.052100,
0.052099,
0.052099,
0.052097,
0.052097,
0.052096,
0.052096,
0.052094,
0.052094,
0.052093,
0.052093,
0.052091,
0.052091,
0.052090,
0.052090,
0.052088,
0.052088,
0.052087,
0.052087,
0.052085,
0.052085,
0.052084,
0.052084,
0.052082,
0.052082,
0.052081,
0.052081,
0.052079,
0.052079,
0.052078,
0.052078,
0.052076,
0.052076,
0.052075,
0.052075,
0.052073,
0.052073,
0.052072,
0.052072,
0.052070,
0.052070,
0.052069,
0.052069,
0.052067,
0.052067,
0.052066,
0.052066,
0.052064,
0.052064,
0.052063,
0.052063,
0.052061,
0.052061,
0.052060,
0.052060,
0.052058,
0.052058,
0.052057,
0.052057,
0.052055,
0.052055,
0.052054,
0.052054,
0.052052,
0.052052,
0.052051,
0.052051,
0.052049,
0.052049,
0.052048,
0.052048,
0.052046,
0.052046,
0.052045,
0.052045,
0.052043,
0.052043,
0.052042,
0.052042,
0.052040,
0.052040,
0.052039,
0.052039,
0.052037,
0.052037,
0.052036,
0.052036,
0.052034,
0.052034,
0.052033,
0.052033,
0.052031,
0.052031,
0.052030,
0.052030,
0.052028,
0.052028,
0.052027,
0.052027,
0.052025,
0.052025,
0.052024,
0.052024,
0.052022,
0.052022,
0.052021,
0.052021,
0.052019,
0.052019,
0.052018,
0.052018,
0.052016,
0.052016,
0.052015,
0.052015,
0.052013,
0.052013,
0.052012,
0.052012,
0.052010,
0.052010,
0.052009,
0.052009,
0.052007,
0.052007,
0.052006,
0.052006,
0.052004,
0.052004,
0.052003,
0.052003,
0.052001,
0.052001,
0.052000,
0.052000,
0.051998,
0.051998,
0.051997,
0.051997,
0.051995,
0.051995,
0.051994,
0.051994,
0.051993,
0.051993,
0.051991,
0.051991,
0.051990,
0.051990,
0.051988,
0.051988,
0.051987,
0.051987,
0.051985,
0.051985,
0.051984,
0.051984,
0.051982,
0.051982,
0.051981,
0.051981,
0.051979,
0.051979,
0.051978,
0.051978,
0.051976,
0.051976,
0.051975,
0.051975,
0.051973,
0.051973,
0.051972,
0.051972,
0.051970,
0.051970,
0.051969,
0.051969,
0.051967,
0.051967,
0.051966,
0.051966,
0.051964,
0.051964,
0.051963,
0.051963,
0.051962,
0.051962,
0.051960,
0.051960,
0.051959,
0.051959,
0.051957,
0.051957,
0.051956,
0.051956,
0.051954,
0.051954,
0.051953,
0.051953,
0.051951,
0.051951,
0.051950,
0.051950,
0.051948,
0.051948,
0.051947,
0.051947,
0.051945,
0.051945,
0.051944,
0.051944,
0.051942,
0.051942,
0.051941,
0.051941,
0.051939,
0.051939,
0.051938,
0.051938,
0.051937,
0.051937,
0.051935,
0.051935,
0.051934,
0.051934,
0.051932,
0.051932,
0.051931,
0.051931,
0.051929,
0.051929,
0.051928,
0.051928,
0.051926,
0.051926,
0.051925,
0.051925,
0.051923,
0.051923,
0.051922,
0.051922,
0.051920,
0.051920,
0.051919,
0.051919,
0.051918,
0.051918,
0.051916,
0.051916,
0.051915,
0.051915,
0.051913,
0.051913,
0.051912,
0.051912,
0.051910,
0.051910,
0.051909,
0.051909,
0.051907,
0.051907,
0.051906,
0.051906,
0.051904,
0.051904,
0.051903,
0.051903,
0.051901,
0.051901,
0.051900,
0.051900,
0.051899,
0.051899,
0.051897,
0.051897,
0.051896,
0.051896,
0.051894,
0.051894,
0.051893,
0.051893,
0.051891,
0.051891,
0.051890,
0.051890,
0.051888,
0.051888,
0.051887,
0.051887,
0.051885,
0.051885,
0.051884,
0.051884,
0.051883,
0.051883,
0.051881,
0.051881,
0.051880,
0.051880,
0.051878,
0.051878,
0.051877,
0.051877,
0.051875,
0.051875,
0.051874,
0.051874,
0.051872,
0.051872,
0.051871,
0.051871,
0.051870,
0.051870,
0.051868,
0.051868,
0.051867,
0.051867,
0.051865,
0.051865,
0.051864,
0.051864,
0.051862,
0.051862,
0.051861,
0.051861,
0.051859,
0.051859,
0.051858,
0.051858,
0.051857,
0.051857,
0.051855,
0.051855,
0.051854,
0.051854,
0.051852,
0.051852,
0.051851,
0.051851,
0.051849,
0.051849,
0.051848,
0.051848,
0.051846,
0.051846,
0.051845,
0.051845,
0.051844,
0.051844,
0.051842,
0.051842,
0.051841,
0.051841,
0.051839,
0.051839,
0.051838,
0.051838,
0.051836,
0.051836,
0.051835,
0.051835,
0.051833,
0.051833,
0.051832,
0.051832,
0.051831,
0.051831,
0.051829,
0.051829,
0.051828,
0.051828,
0.051826,
0.051826,
0.051825,
0.051825,
0.051823,
0.051823,
0.051822,
0.051822,
0.051821,
0.051821,
0.051819,
0.051819,
0.051818,
0.051818,
0.051816,
0.051816,
0.051815,
0.051815,
0.051813,
0.051813,
0.051812,
0.051812,
0.051810,
0.051810,
0.051809,
0.051809,
0.051808,
0.051808,
0.051806,
0.051806,
0.051805,
0.051805,
0.051803,
0.051803,
0.051802,
0.051802,
0.051800,
0.051800,
0.051799,
0.051799,
0.051798,
0.051798,
0.051796,
0.051796,
0.051795,
0.051795,
0.051793,
0.051793,
0.051792,
0.051792,
0.051790,
0.051790,
0.051789,
0.051789,
0.051788,
0.051788,
0.051786,
0.051786,
0.051785,
0.051785,
0.051783,
0.051783,
0.051782,
0.051782,
0.051780,
0.051780,
0.051779,
0.051779,
0.051778,
0.051778,
0.051776,
0.051776,
0.051775,
0.051775,
0.051773,
0.051773,
0.051772,
0.051772,
0.051771,
0.051771,
0.051769,
0.051769,
0.051768,
0.051768,
0.051766,
0.051766,
0.051765,
0.051765,
0.051763,
0.051763,
0.051762,
0.051762,
0.051761,
0.051761,
0.051759,
0.051759,
0.051758,
0.051758,
0.051756,
0.051756,
0.051755,
0.051755,
0.051753,
0.051753,
0.051752,
0.051752,
0.051751,
0.051751,
0.051749,
0.051749,
0.051748,
0.051748,
0.051746,
0.051746,
0.051745,
0.051745,
0.051744,
0.051744,
0.051742,
0.051742,
0.051741,
0.051741,
0.051739,
0.051739,
0.051738,
0.051738,
0.051737,
0.051737,
0.051735,
0.051735,
0.051734,
0.051734,
0.051732,
0.051732,
0.051731,
0.051731,
0.051729,
0.051729,
0.051728,
0.051728,
0.051727,
0.051727,
0.051725,
0.051725,
0.051724,
0.051724,
0.051722,
0.051722,
0.051721,
0.051721,
0.051720,
0.051720,
0.051718,
0.051718,
0.051717,
0.051717,
0.051715,
0.051715,
0.051714,
0.051714,
0.051713,
0.051713,
0.051711,
0.051711,
0.051710,
0.051710,
0.051708,
0.051708,
0.051707,
0.051707,
0.051706,
0.051706,
0.051704,
0.051704,
0.051703,
0.051703,
0.051701,
0.051701,
0.051700,
0.051700,
0.051699,
0.051699,
0.051697,
0.051697,
0.051696,
0.051696,
0.051694,
0.051694,
0.051693,
0.051693,
0.051691,
0.051691,
0.051690,
0.051690,
0.051689,
0.051689,
0.051687,
0.051687,
0.051686,
0.051686,
0.051684,
0.051684,
0.051683,
0.051683,
0.051682,
0.051682,
0.051680,
0.051680,
0.051679,
0.051679,
0.051678,
0.051678,
0.051676,
0.051676,
0.051675,
0.051675,
0.051673,
0.051673,
0.051672,
0.051672,
0.051671,
0.051671,
0.051669,
0.051669,
0.051668,
0.051668,
0.051666,
0.051666,
0.051665,
0.051665,
0.051664,
0.051664,
0.051662,
0.051662,
0.051661,
0.051661,
0.051659,
0.051659,
0.051658,
0.051658,
0.051657,
0.051657,
0.051655,
0.051655,
0.051654,
0.051654,
0.051652,
0.051652,
0.051651,
0.051651,
0.051650,
0.051650,
0.051648,
0.051648,
0.051647,
0.051647,
0.051645,
0.051645,
0.051644,
0.051644,
0.051643,
0.051643,
0.051641,
0.051641,
0.051640,
0.051640,
0.051639,
0.051639,
0.051637,
0.051637,
0.051636,
0.051636,
0.051634,
0.051634,
0.051633,
0.051633,
0.051632,
0.051632,
0.051630,
0.051630,
0.051629,
0.051629,
0.051627,
0.051627,
0.051626,
0.051626,
0.051625,
0.051625,
0.051623,
0.051623,
0.051622,
0.051622,
0.051621,
0.051621,
0.051619,
0.051619,
0.051618,
0.051618,
0.051616,
0.051616,
0.051615,
0.051615,
0.051614,
0.051614,
0.051612,
0.051612,
0.051611,
0.051611,
0.051609,
0.051609,
0.051608,
0.051608,
0.051607,
0.051607,
0.051605,
0.051605,
0.051604,
0.051604,
0.051603,
0.051603,
0.051601,
0.051601,
0.051600,
0.051600,
0.051598,
0.051598,
0.051597,
0.051597,
0.051596,
0.051596,
0.051594,
0.051594,
0.051593,
0.051593,
0.051592,
0.051592,
0.051590,
0.051590,
0.051589,
0.051589,
0.051587,
0.051587,
0.051586,
0.051586,
0.051585,
0.051585,
0.051583,
0.051583,
0.051582,
0.051582,
0.051581,
0.051581,
0.051579,
0.051579,
0.051578,
0.051578,
0.051576,
0.051576,
0.051575,
0.051575,
0.051574,
0.051574,
0.051572,
0.051572,
0.051571,
0.051571,
0.051570,
0.051570,
0.051568,
0.051568,
0.051567,
0.051567,
0.051566,
0.051566,
0.051564,
0.051564,
0.051563,
0.051563,
0.051561,
0.051561,
0.051560,
0.051560,
0.051559,
0.051559,
0.051557,
0.051557,
0.051556,
0.051556,
0.051555,
0.051555,
0.051553,
0.051553,
0.051552,
0.051552,
0.051551,
0.051551,
0.051549,
0.051549,
0.051548,
0.051548,
0.051546,
0.051546,
0.051545,
0.051545,
0.051544,
0.051544,
0.051542,
0.051542,
0.051541,
0.051541,
0.051540,
0.051540,
0.051538,
0.051538,
0.051537,
0.051537,
0.051536,
0.051536,
0.051534,
0.051534,
0.051533,
0.051533,
0.051531,
0.051531,
0.051530,
0.051530,
0.051529,
0.051529,
0.051527,
0.051527,
0.051526,
0.051526,
0.051525,
0.051525,
0.051523,
0.051523,
0.051522,
0.051522,
0.051521,
0.051521,
0.051519,
0.051519,
0.051518,
0.051518,
0.051517,
0.051517,
0.051515,
0.051515,
0.051514,
0.051514,
0.051512,
0.051512,
0.051511,
0.051511,
0.051510,
0.051510,
0.051508,
0.051508,
0.051507,
0.051507,
0.051506,
0.051506,
0.051504,
0.051504,
0.051503,
0.051503,
0.051502,
0.051502,
0.051500,
0.051500,
0.051499,
0.051499,
0.051498,
0.051498,
0.051496,
0.051496,
0.051495,
0.051495,
0.051494,
0.051494,
0.051492,
0.051492,
0.051491,
0.051491,
0.051490,
0.051490,
0.051488,
0.051488,
0.051487,
0.051487,
0.051485,
0.051485,
0.051484,
0.051484,
0.051483,
0.051483,
0.051481,
0.051481,
0.051480,
0.051480,
0.051479,
0.051479,
0.051477,
0.051477,
0.051476,
0.051476,
0.051475,
0.051475,
0.051473,
0.051473,
0.051472,
0.051472,
0.051471,
0.051471,
0.051469,
0.051469,
0.051468,
0.051468,
0.051467,
0.051467,
0.051465,
0.051465,
0.051464,
0.051464,
0.051463,
0.051463,
0.051461,
0.051461,
0.051460,
0.051460,
0.051459,
0.051459,
0.051457,
0.051457,
0.051456,
0.051456,
0.051455,
0.051455,
0.051453,
0.051453,
0.051452,
0.051452,
0.051451,
0.051451,
0.051449,
0.051449,
0.051448,
0.051448,
0.051447,
0.051447,
0.051445,
0.051445,
0.051444,
0.051444,
0.051443,
0.051443,
0.051441,
0.051441,
0.051440,
0.051440,
0.051439,
0.051439,
0.051437,
0.051437,
0.051436,
0.051436,
0.051435,
0.051435,
0.051433,
0.051433,
0.051432,
0.051432,
0.051431,
0.051431,
0.051429,
0.051429,
0.051428,
0.051428,
0.051427,
0.051427,
0.051425,
0.051425,
0.051424,
0.051424,
0.051423,
0.051423,
0.051421,
0.051421,
0.051420,
0.051420,
0.051419,
0.051419,
0.051417,
0.051417,
0.051416,
0.051416,
0.051415,
0.051415,
0.051413,
0.051413,
0.051412,
0.051412,
0.051411,
0.051411,
0.051409,
0.051409,
0.051408,
0.051408,
0.051407,
0.051407,
0.051405,
0.051405,
0.051404,
0.051404,
0.051403,
0.051403,
0.051401,
0.051401,
0.051400,
0.051400,
0.051399,
0.051399,
0.051397,
0.051397,
0.051396,
0.051396,
0.051395,
0.051395,
0.051393,
0.051393,
0.051392,
0.051392,
0.051391,
0.051391,
0.051389,
0.051389,
0.051388,
0.051388,
0.051387,
0.051387,
0.051385,
0.051385,
0.051384,
0.051384,
0.051383,
0.051383,
0.051381,
0.051381,
0.051380,
0.051380,
0.051379,
0.051379,
0.051378,
0.051378,
0.051376,
0.051376,
0.051375,
0.051375,
0.051374,
0.051374,
0.051372,
0.051372,
0.051371,
0.051371,
0.051370,
0.051370,
0.051368,
0.051368,
0.051367,
0.051367,
0.051366,
0.051366,
0.051364,
0.051364,
0.051363,
0.051363,
0.051362,
0.051362,
0.051360,
0.051360,
0.051359,
0.051359,
0.051358,
0.051358,
0.051356,
0.051356,
0.051355,
0.051355,
0.051354,
0.051354,
0.051353,
0.051353,
0.051351,
0.051351,
0.051350,
0.051350,
0.051349,
0.051349,
0.051347,
0.051347,
0.051346,
0.051346,
0.051345,
0.051345,
0.051343,
0.051343,
0.051342,
0.051342,
0.051341,
0.051341,
0.051339,
0.051339,
0.051338,
0.051338,
0.051337,
0.051337,
0.051336,
0.051336,
0.051334,
0.051334,
0.051333,
0.051333,
0.051332,
0.051332,
0.051330,
0.051330,
0.051329,
0.051329,
0.051328,
0.051328,
0.051326,
0.051326,
0.051325,
0.051325,
0.051324,
0.051324,
0.051322,
0.051322,
0.051321,
0.051321,
0.051320,
0.051320,
0.051319,
0.051319,
0.051317,
0.051317,
0.051316,
0.051316,
0.051315,
0.051315,
0.051313,
0.051313,
0.051312,
0.051312,
0.051311,
0.051311,
0.051309,
0.051309,
0.051308,
0.051308,
0.051307,
0.051307,
0.051306,
0.051306,
0.051304,
0.051304,
0.051303,
0.051303,
0.051302,
0.051302,
0.051300,
0.051300,
0.051299,
0.051299,
0.051298,
0.051298,
0.051296,
0.051296,
0.051295,
0.051295,
0.051294,
0.051294,
0.051293,
0.051293,
0.051291,
0.051291,
0.051290,
0.051290,
0.051289,
0.051289,
0.051287,
0.051287,
0.051286,
0.051286,
0.051285,
0.051285,
0.051283,
0.051283,
0.051282,
0.051282,
0.051281,
0.051281,
0.051280,
0.051280,
0.051278,
0.051278,
0.051277,
0.051277,
0.051276,
0.051276,
0.051274,
0.051274,
0.051273,
0.051273,
0.051272,
0.051272,
0.051271,
0.051271,
0.051269,
0.051269,
0.051268,
0.051268,
0.051267,
0.051267,
0.051265,
0.051265,
0.051264,
0.051264,
0.051263,
0.051263,
0.051262,
0.051262,
0.051260,
0.051260,
0.051259,
0.051259,
0.051258,
0.051258,
0.051256,
0.051256,
0.051255,
0.051255,
0.051254,
0.051254,
0.051253,
0.051253,
0.051251,
0.051251,
0.051250,
0.051250,
0.051249,
0.051249,
0.051247,
0.051247,
0.051246,
0.051246,
0.051245,
0.051245,
0.051244,
0.051244,
0.051242,
0.051242,
0.051241,
0.051241,
0.051240,
0.051240,
0.051238,
0.051238,
0.051237,
0.051237,
0.051236,
0.051236,
0.051235,
0.051235,
0.051233,
0.051233,
0.051232,
0.051232,
0.051231,
0.051231,
0.051229,
0.051229,
0.051228,
0.051228,
0.051227,
0.051227,
0.051226,
0.051226,
0.051224,
0.051224,
0.051223,
0.051223,
0.051222,
0.051222,
0.051220,
0.051220,
0.051219,
0.051219,
0.051218,
0.051218,
0.051217,
0.051217,
0.051215,
0.051215,
0.051214,
0.051214,
0.051213,
0.051213,
0.051212,
0.051212,
0.051210,
0.051210,
0.051209,
0.051209,
0.051208,
0.051208,
0.051206,
0.051206,
0.051205,
0.051205,
0.051204,
0.051204,
0.051203,
0.051203,
0.051201,
0.051201,
0.051200,
0.051200,
0.051199,
0.051199,
0.051198,
0.051198,
0.051196,
0.051196,
0.051195,
0.051195,
0.051194,
0.051194,
0.051192,
0.051192,
0.051191,
0.051191,
0.051190,
0.051190,
0.051189,
0.051189,
0.051187,
0.051187,
0.051186,
0.051186,
0.051185,
0.051185,
0.051184,
0.051184,
0.051182,
0.051182,
0.051181,
0.051181,
0.051180,
0.051180,
0.051179,
0.051179,
0.051177,
0.051177,
0.051176,
0.051176,
0.051175,
0.051175,
0.051173,
0.051173,
0.051172,
0.051172,
0.051171,
0.051171,
0.051170,
0.051170,
0.051168,
0.051168,
0.051167,
0.051167,
0.051166,
0.051166,
0.051165,
0.051165,
0.051163,
0.051163,
0.051162,
0.051162,
0.051161,
0.051161,
0.051160,
0.051160,
0.051158,
0.051158,
0.051157,
0.051157,
0.051156,
0.051156,
0.051155,
0.051155,
0.051153,
0.051153,
0.051152,
0.051152,
0.051151,
0.051151,
0.051149,
0.051149,
0.051148,
0.051148,
0.051147,
0.051147,
0.051146,
0.051146,
0.051144,
0.051144,
0.051143,
0.051143,
0.051142,
0.051142,
0.051141,
0.051141,
0.051139,
0.051139,
0.051138,
0.051138,
0.051137,
0.051137,
0.051136,
0.051136,
0.051134,
0.051134,
0.051133,
0.051133,
0.051132,
0.051132,
0.051131,
0.051131,
0.051129,
0.051129,
0.051128,
0.051128,
0.051127,
0.051127,
0.051126,
0.051126,
0.051124,
0.051124,
0.051123,
0.051123,
0.051122,
0.051122,
0.051121,
0.051121,
0.051119,
0.051119,
0.051118,
0.051118,
0.051117,
0.051117,
0.051116,
0.051116,
0.051114,
0.051114,
0.051113,
0.051113,
0.051112,
0.051112,
0.051111,
0.051111,
0.051109,
0.051109,
0.051108,
0.051108,
0.051107,
0.051107,
0.051106,
0.051106,
0.051104,
0.051104,
0.051103,
0.051103,
0.051102,
0.051102,
0.051101,
0.051101,
0.051099,
0.051099,
0.051098,
0.051098,
0.051097,
0.051097,
0.051096,
0.051096,
0.051094,
0.051094,
0.051093,
0.051093,
0.051092,
0.051092,
0.051091,
0.051091,
0.051089,
0.051089,
0.051088,
0.051088,
0.051087,
0.051087,
0.051086,
0.051086,
0.051084,
0.051084,
0.051083,
0.051083,
0.051082,
0.051082,
0.051081,
0.051081,
0.051079,
0.051079,
0.051078,
0.051078,
0.051077,
0.051077,
0.051076,
0.051076,
0.051075,
0.051075,
0.051073,
0.051073,
0.051072,
0.051072,
0.051071,
0.051071,
0.051070,
0.051070,
0.051068,
0.051068,
0.051067,
0.051067,
0.051066,
0.051066,
0.051065,
0.051065,
0.051063,
0.051063,
0.051062,
0.051062,
0.051061,
0.051061,
0.051060,
0.051060,
0.051058,
0.051058,
0.051057,
0.051057,
0.051056,
0.051056,
0.051055,
0.051055,
0.051053,
0.051053,
0.051052,
0.051052,
0.051051,
0.051051,
0.051050,
0.051050,
0.051049,
0.051049,
0.051047,
0.051047,
0.051046,
0.051046,
0.051045,
0.051045,
0.051044,
0.051044,
0.051042,
0.051042,
0.051041,
0.051041,
0.051040,
0.051040,
0.051039,
0.051039,
0.051037,
0.051037,
0.051036,
0.051036,
0.051035,
0.051035,
0.051034,
0.051034,
0.051033,
0.051033,
0.051031,
0.051031,
0.051030,
0.051030,
0.051029,
0.051029,
0.051028,
0.051028,
0.051026,
0.051026,
0.051025,
0.051025,
0.051024,
0.051024,
0.051023,
0.051023,
0.051021,
0.051021,
0.051020,
0.051020,
0.051019,
0.051019,
0.051018,
0.051018,
0.051017,
0.051017,
0.051015,
0.051015,
0.051014,
0.051014,
0.051013,
0.051013,
0.051012,
0.051012,
0.051010,
0.051010,
0.051009,
0.051009,
0.051008,
0.051008,
0.051007,
0.051007,
0.051006,
0.051006,
0.051004,
0.051004,
0.051003,
0.051003,
0.051002,
0.051002,
0.051001,
0.051001,
0.050999,
0.050999,
0.050998,
0.050998,
0.050997,
0.050997,
0.050996,
0.050996,
0.050995,
0.050995,
0.050993,
0.050993,
0.050992,
0.050992,
0.050991,
0.050991,
0.050990,
0.050990,
0.050989,
0.050989,
0.050987,
0.050987,
0.050986,
0.050986,
0.050985,
0.050985,
0.050984,
0.050984,
0.050982,
0.050982,
0.050981,
0.050981,
0.050980,
0.050980,
0.050979,
0.050979,
0.050978,
0.050978,
0.050976,
0.050976,
0.050975,
0.050975,
0.050974,
0.050974,
0.050973,
0.050973,
0.050971,
0.050971,
0.050970,
0.050970,
0.050969,
0.050969,
0.050968,
0.050968,
0.050967,
0.050967,
0.050965,
0.050965,
0.050964,
0.050964,
0.050963,
0.050963,
0.050962,
0.050962,
0.050961,
0.050961,
0.050959,
0.050959,
0.050958,
0.050958,
0.050957,
0.050957,
0.050956,
0.050956,
0.050955,
0.050955,
0.050953,
0.050953,
0.050952,
0.050952,
0.050951,
0.050951,
0.050950,
0.050950,
0.050949,
0.050949,
0.050947,
0.050947,
0.050946,
0.050946,
0.050945,
0.050945,
0.050944,
0.050944,
0.050942,
0.050942,
0.050941,
0.050941,
0.050940,
0.050940,
0.050939,
0.050939,
0.050938,
0.050938,
0.050936,
0.050936,
0.050935,
0.050935,
0.050934,
0.050934,
0.050933,
0.050933,
0.050932,
0.050932,
0.050930,
0.050930,
0.050929,
0.050929,
0.050928,
0.050928,
0.050927,
0.050927,
0.050926,
0.050926,
0.050924,
0.050924,
0.050923,
0.050923,
0.050922,
0.050922,
0.050921,
0.050921,
0.050920,
0.050920,
0.050918,
0.050918,
0.050917,
0.050917,
0.050916,
0.050916,
0.050915,
0.050915,
0.050914,
0.050914,
0.050912,
0.050912,
0.050911,
0.050911,
0.050910,
0.050910,
0.050909,
0.050909,
0.050908,
0.050908,
0.050906,
0.050906,
0.050905,
0.050905,
0.050904,
0.050904,
0.050903,
0.050903,
0.050902,
0.050902,
0.050900,
0.050900,
0.050899,
0.050899,
0.050898,
0.050898,
0.050897,
0.050897,
0.050896,
0.050896,
0.050894,
0.050894,
0.050893,
0.050893,
0.050892,
0.050892,
0.050891,
0.050891,
0.050890,
0.050890,
0.050889,
0.050889,
0.050887,
0.050887,
0.050886,
0.050886,
0.050885,
0.050885,
0.050884,
0.050884,
0.050883,
0.050883,
0.050881,
0.050881,
0.050880,
0.050880,
0.050879,
0.050879,
0.050878,
0.050878,
0.050877,
0.050877,
0.050875,
0.050875,
0.050874,
0.050874,
0.050873,
0.050873,
0.050872,
0.050872,
0.050871,
0.050871,
0.050869,
0.050869,
0.050868,
0.050868,
0.050867,
0.050867,
0.050866,
0.050866,
0.050865,
0.050865,
0.050864,
0.050864,
0.050862,
0.050862,
0.050861,
0.050861,
0.050860,
0.050860,
0.050859,
0.050859,
0.050858,
0.050858,
0.050856,
0.050856,
0.050855,
0.050855,
0.050854,
0.050854,
0.050853,
0.050853,
0.050852,
0.050852,
0.050851,
0.050851,
0.050849,
0.050849,
0.050848,
0.050848,
0.050847,
0.050847,
0.050846,
0.050846,
0.050845,
0.050845,
0.050843,
0.050843,
0.050842,
0.050842,
0.050841,
0.050841,
0.050840,
0.050840,
0.050839,
0.050839,
0.050838,
0.050838,
0.050836,
0.050836,
0.050835,
0.050835,
0.050834,
0.050834,
0.050833,
0.050833,
0.050832,
0.050832,
0.050830,
0.050830,
0.050829,
0.050829,
0.050828,
0.050828,
0.050827,
0.050827,
0.050826,
0.050826,
0.050825,
0.050825,
0.050823,
0.050823,
0.050822,
0.050822,
0.050821,
0.050821,
0.050820,
0.050820,
0.050819,
0.050819,
0.050818,
0.050818,
0.050816,
0.050816,
0.050815,
0.050815,
0.050814,
0.050814,
0.050813,
0.050813,
0.050812,
0.050812,
0.050811,
0.050811,
0.050809,
0.050809,
0.050808,
0.050808,
0.050807,
0.050807,
0.050806,
0.050806,
0.050805,
0.050805,
0.050804,
0.050804,
0.050802,
0.050802,
0.050801,
0.050801,
0.050800,
0.050800,
0.050799,
0.050799,
0.050798,
0.050798,
0.050796,
0.050796,
0.050795,
0.050795,
0.050794,
0.050794,
0.050793,
0.050793,
0.050792,
0.050792,
0.050791,
0.050791,
0.050789,
0.050789,
0.050788,
0.050788,
0.050787,
0.050787,
0.050786,
0.050786,
0.050785,
0.050785,
0.050784,
0.050784,
0.050782,
0.050782,
0.050781,
0.050781,
0.050780,
0.050780,
0.050779,
0.050779,
0.050778,
0.050778,
0.050777,
0.050777,
0.050776,
0.050776,
0.050774,
0.050774,
0.050773,
0.050773,
0.050772,
0.050772,
0.050771,
0.050771,
0.050770,
0.050770,
0.050769,
0.050769,
0.050767,
0.050767,
0.050766,
0.050766,
0.050765,
0.050765,
0.050764,
0.050764,
0.050763,
0.050763,
0.050762,
0.050762,
0.050760,
0.050760,
0.050759,
0.050759,
0.050758,
0.050758,
0.050757,
0.050757,
0.050756,
0.050756,
0.050755,
0.050755,
0.050753,
0.050753,
0.050752,
0.050752,
0.050751,
0.050751,
0.050750,
0.050750,
0.050749,
0.050749,
0.050748,
0.050748,
0.050747,
0.050747,
0.050745,
0.050745,
0.050744,
0.050744,
0.050743,
0.050743,
0.050742,
0.050742,
0.050741,
0.050741,
0.050740,
0.050740,
0.050738,
0.050738,
0.050737,
0.050737,
0.050736,
0.050736,
0.050735,
0.050735,
0.050734,
0.050734,
0.050733,
0.050733,
0.050732,
0.050732,
0.050730,
0.050730,
0.050729,
0.050729,
0.050728,
0.050728,
0.050727,
0.050727,
0.050726,
0.050726,
0.050725,
0.050725,
0.050723,
0.050723,
0.050722,
0.050722,
0.050721,
0.050721,
0.050720,
0.050720,
0.050719,
0.050719,
0.050718,
0.050718,
0.050717,
0.050717,
0.050715,
0.050715,
0.050714,
0.050714,
0.050713,
0.050713,
0.050712,
0.050712,
0.050711,
0.050711,
0.050710,
0.050710,
0.050709,
0.050709,
0.050707,
0.050707,
0.050706,
0.050706,
0.050705,
0.050705,
0.050704,
0.050704,
0.050703,
0.050703,
0.050702,
0.050702,
0.050701,
0.050701,
0.050699,
0.050699,
0.050698,
0.050698,
0.050697,
0.050697,
0.050696,
0.050696,
0.050695,
0.050695,
0.050694,
0.050694,
0.050693,
0.050693,
0.050691,
0.050691,
0.050690,
0.050690,
0.050689,
0.050689,
0.050688,
0.050688,
0.050687,
0.050687,
0.050686,
0.050686,
0.050685,
0.050685,
0.050683,
0.050683,
0.050682,
0.050682,
0.050681,
0.050681,
0.050680,
0.050680,
0.050679,
0.050679,
0.050678,
0.050678,
0.050677,
0.050677,
0.050675,
0.050675,
0.050674,
0.050674,
0.050673,
0.050673,
0.050672,
0.050672,
0.050671,
0.050671,
0.050670,
0.050670,
0.050669,
0.050669,
0.050668,
0.050668,
0.050666,
0.050666,
0.050665,
0.050665,
0.050664,
0.050664,
0.050663,
0.050663,
0.050662,
0.050662,
0.050661,
0.050661,
0.050660,
0.050660,
0.050658,
0.050658,
0.050657,
0.050657,
0.050656,
0.050656,
0.050655,
0.050655,
0.050654,
0.050654,
0.050653,
0.050653,
0.050652,
0.050652,
0.050651,
0.050651,
0.050649,
0.050649,
0.050648,
0.050648,
0.050647,
0.050647,
0.050646,
0.050646,
0.050645,
0.050645,
0.050644,
0.050644,
0.050643,
0.050643,
0.050641,
